##gff-version gff3
chr1	gth	exon	148192156	148192180	1.000000	-	.	.
chr1	gth	exon	148192156	148192180	1.000000	-	.	.
chr1	gth	exon	148192460	148192572	1.000000	-	.	.
chr1	gth	exon	148192460	148192572	1.000000	-	.	.
chr1	gth	exon	148192784	148192840	1.000000	-	.	.
chr1	gth	exon	148192784	148192840	1.000000	-	.	.
chr1	gth	exon	148193649	148193789	1.000000	-	.	.
chr1	gth	exon	148193649	148193789	1.000000	-	.	.
chr1	gth	exon	148193958	148194130	1.000000	-	.	.
chr1	gth	exon	148193958	148194130	1.000000	-	.	.
chr1	gth	exon	148194243	148194377	1.000000	-	.	.
chr1	gth	exon	148194243	148194377	1.000000	-	.	.
chr1	gth	exon	148197845	148197945	1.000000	-	.	.
chr1	gth	exon	148197845	148197945	1.000000	-	.	.
chr1	gth	exon	148208946	148209100	1.000000	-	.	.
chr1	gth	exon	148208946	148209100	1.000000	-	.	.
chr1	gth	exon	148210504	148210610	1.000000	-	.	.
chr1	gth	exon	148210504	148210610	1.000000	-	.	.
chr1	gth	exon	148213372	148213590	1.000000	-	.	.
chr1	gth	exon	148213372	148213590	1.000000	-	.	.
chr1	gth	exon	148209498	148209835	1.000000	-	.	.
chr1	gth	exon	148209498	148209835	1.000000	-	.	.
chr1	gth	exon	148213672	148213962	1.000000	-	.	.
chr1	gth	exon	148213672	148213962	1.000000	-	.	.
chr1	gth	exon	148215152	148215260	1.000000	-	.	.
chr1	gth	exon	148215152	148215260	1.000000	-	.	.
chr1	gth	exon	148216215	148216390	1.000000	-	.	.
chr1	gth	exon	148216215	148216390	1.000000	-	.	.
chr1	gth	exon	148227630	148227754	1.000000	-	.	.
chr1	gth	exon	148227630	148227754	1.000000	-	.	.
chr1	gth	exon	148296936	148297064	1.000000	+	.	.
chr1	gth	exon	148296936	148297064	1.000000	+	.	.
chr1	gth	exon	148303080	148303202	0.975610	+	.	.
chr1	gth	exon	148303080	148303202	0.975610	+	.	.
chr1	gth	exon	148359819	148359886	1.000000	+	.	.
chr1	gth	exon	148359819	148359886	1.000000	+	.	.
chr1	gth	exon	148367650	148369125	1.000000	+	.	.
chr1	gth	exon	148367650	148369125	1.000000	+	.	.
chr1	gth	exon	148359819	148359947	1.000000	+	.	.
